DeliveryID,Distance (km),Package_Weight (kg),Weather_Conditions,Traffic_Level,Start_Time_Delivery,Delivery_Time (mins),Delivery_Difficulty,Distance_Category,Start_Hour,Peak_Hours,Combined_Condition,Efficiency
D4414,16.2,6.6,Sunny,Medium,7:58,94,106.91999999999999,Long,7,1,Sunny + Medium,5.802469135802469
D4415,11.1,7.9,Foggy,Low,19:49,108,87.69,Long,19,1,Foggy + Low,9.72972972972973
D4416,15.5,2.8,Foggy,Low,15:56,51,43.4,Long,15,0,Foggy + Low,3.2903225806451615
D4417,13.5,2.4,Foggy,High,14:46,95,32.4,Long,14,0,Foggy + High,7.037037037037037
D4418,4.5,2.9,Snowy,Medium,10:17,22,13.049999999999999,Short,10,0,Snowy + Medium,4.888888888888889
D4419,6.4,7.7,Rainy,High,7:58,61,49.28,Medium,7,1,Rainy + High,9.53125
D4420,2.7,2.6,Cloudy,High,17:29,115,7.0200000000000005,Short,17,1,Cloudy + High,42.59259259259259
D4421,19.5,1.0,Snowy,Medium,8:08,20,19.5,Long,8,1,Snowy + Medium,1.0256410256410255
D4422,10.1,5.8,Snowy,Low,17:40,92,58.58,Long,17,1,Snowy + Low,9.10891089108911
D4423,12.1,3.0,Rainy,Low,9:21,46,36.3,Long,9,1,Rainy + Low,3.8016528925619837
D4424,14.2,1.8,Rainy,Medium,16:10,100,25.56,Long,16,0,Rainy + Medium,7.042253521126761
D4425,12.1,8.2,Rainy,Medium,13:38,80,99.21999999999998,Long,13,0,Rainy + Medium,6.6115702479338845
D4426,16.1,2.7,Cloudy,Low,16:07,83,43.470000000000006,Long,16,0,Cloudy + Low,5.155279503105589
D4427,12.8,0.6,Rainy,High,8:25,61,7.68,Long,8,1,Rainy + High,4.765625
D4428,11.5,3.1,Foggy,Low,7:39,73,35.65,Long,7,1,Foggy + Low,6.3478260869565215
D4429,8.6,1.8,Snowy,High,10:02,34,15.48,Medium,10,0,Snowy + High,3.9534883720930236
D4430,9.7,3.5,Sunny,Medium,12:32,111,33.949999999999996,Medium,12,0,Sunny + Medium,11.443298969072165
D4431,19.5,4.6,Sunny,High,9:30,114,89.69999999999999,Long,9,1,Sunny + High,5.846153846153846
D4432,5.2,6.7,Foggy,Low,10:35,101,34.84,Medium,10,0,Foggy + Low,19.423076923076923
D4433,10.5,9.2,Rainy,High,16:48,61,96.6,Long,16,0,Rainy + High,5.809523809523809
D4434,1.3,5.5,Cloudy,Medium,12:25,47,7.15,Short,12,0,Cloudy + Medium,36.15384615384615
D4435,11.8,9.6,Snowy,Medium,18:17,115,113.28,Long,18,1,Snowy + Medium,9.745762711864407
D4436,8.8,7.9,Cloudy,Medium,8:59,33,69.52000000000001,Medium,8,1,Cloudy + Medium,3.7499999999999996
D4437,12.9,9.0,Rainy,Medium,16:13,86,116.10000000000001,Long,16,0,Rainy + Medium,6.666666666666666
D4438,6.0,6.9,Cloudy,Medium,9:41,98,41.400000000000006,Medium,9,1,Cloudy + Medium,16.333333333333332
D4439,18.7,8.2,Sunny,High,19:25,84,153.33999999999997,Long,19,1,Sunny + High,4.491978609625669
D4440,19.3,1.4,Sunny,High,11:06,95,27.02,Long,11,0,Sunny + High,4.922279792746114
D4441,16.7,1.3,Foggy,High,9:38,73,21.71,Long,9,1,Foggy + High,4.371257485029941
D4442,3.8,5.3,Cloudy,Medium,15:19,74,20.139999999999997,Short,15,0,Cloudy + Medium,19.473684210526315
D4443,14.7,8.4,Sunny,High,20:45,114,123.48,Long,20,0,Sunny + High,7.755102040816327
D4444,8.0,2.4,Snowy,High,14:55,117,19.2,Medium,14,0,Snowy + High,14.625
D4445,3.0,1.0,Foggy,Medium,18:37,70,3.0,Short,18,1,Foggy + Medium,23.333333333333332
D4446,13.1,4.1,Snowy,Medium,8:01,109,53.709999999999994,Long,8,1,Snowy + Medium,8.320610687022901
D4447,8.0,2.5,Cloudy,High,9:20,100,20.0,Medium,9,1,Cloudy + High,12.5
D4448,3.9,9.6,Snowy,Medium,7:00,44,37.44,Short,7,1,Snowy + Medium,11.282051282051283
D4449,11.5,7.2,Snowy,Medium,10:09,52,82.8,Long,10,0,Snowy + Medium,4.521739130434782
D4450,13.6,1.8,Rainy,High,7:51,86,24.48,Long,7,1,Rainy + High,6.323529411764706
D4451,19.5,8.7,Sunny,Low,19:16,83,169.64999999999998,Long,19,1,Sunny + Low,4.256410256410256
D4452,19.3,6.4,Rainy,Low,20:54,11,123.52000000000001,Long,20,0,Rainy + Low,0.5699481865284974
D4453,7.4,2.0,Cloudy,Low,14:56,87,14.8,Medium,14,0,Cloudy + Low,11.756756756756756
D4454,16.3,3.3,Cloudy,Low,18:25,96,53.79,Long,18,1,Cloudy + Low,5.889570552147239
D4455,7.6,1.0,Cloudy,Medium,15:42,97,7.6,Medium,15,0,Cloudy + Medium,12.763157894736842
D4456,15.4,3.8,Snowy,Low,14:12,95,58.519999999999996,Long,14,0,Snowy + Low,6.1688311688311686
D4457,18.5,5.4,Snowy,Medium,13:45,97,99.9,Long,13,0,Snowy + Medium,5.243243243243243
D4458,9.4,8.2,Sunny,High,13:20,19,77.08,Medium,13,0,Sunny + High,2.021276595744681
D4459,17.7,5.1,Rainy,High,12:02,86,90.27,Long,12,0,Rainy + High,4.858757062146893
D4460,7.1,7.7,Sunny,High,9:14,45,54.67,Medium,9,1,Sunny + High,6.338028169014085
D4461,12.7,9.1,Rainy,Medium,18:02,25,115.57,Long,18,1,Rainy + Medium,1.968503937007874
D4462,15.2,9.8,Snowy,High,8:20,41,148.96,Long,8,1,Snowy + High,2.697368421052632
D4463,17.1,9.4,Foggy,High,20:38,63,160.74,Long,20,0,Foggy + High,3.6842105263157894
D4464,14.4,6.3,Sunny,High,20:33,60,90.72,Long,20,0,Sunny + High,4.166666666666667
D4465,17.6,6.3,Rainy,Medium,11:14,73,110.88000000000001,Long,11,0,Rainy + Medium,4.1477272727272725
D4466,6.6,6.2,Rainy,Medium,11:25,94,40.92,Medium,11,0,Rainy + Medium,14.242424242424244
D4467,14.3,5.2,Snowy,High,17:22,104,74.36,Long,17,1,Snowy + High,7.2727272727272725
D4468,15.1,3.8,Sunny,Low,13:11,69,57.379999999999995,Long,13,0,Sunny + Low,4.569536423841059
D4469,3.7,4.4,Sunny,Low,11:11,114,16.28,Short,11,0,Sunny + Low,30.81081081081081
D4470,5.3,6.2,Rainy,High,20:48,24,32.86,Medium,20,0,Rainy + High,4.528301886792453
D4471,6.0,2.5,Snowy,High,18:41,115,15.0,Medium,18,1,Snowy + High,19.166666666666668
D4472,10.0,5.2,Snowy,High,10:58,51,52.0,Medium,10,0,Snowy + High,5.1
D4473,18.3,7.2,Snowy,High,9:11,40,131.76000000000002,Long,9,1,Snowy + High,2.1857923497267757
D4474,4.6,3.9,Cloudy,Medium,14:45,14,17.939999999999998,Short,14,0,Cloudy + Medium,3.0434782608695654
D4475,6.4,9.6,Rainy,High,20:55,120,61.44,Medium,20,0,Rainy + High,18.75
D4476,6.3,10.0,Cloudy,Medium,11:49,114,63.0,Medium,11,0,Cloudy + Medium,18.095238095238095
D4477,7.4,9.6,Sunny,High,16:47,25,71.04,Medium,16,0,Sunny + High,3.378378378378378
D4478,18.4,7.6,Snowy,Low,19:14,62,139.83999999999997,Long,19,1,Snowy + Low,3.3695652173913047
D4479,11.9,5.3,Rainy,Medium,10:57,30,63.07,Long,10,0,Rainy + Medium,2.5210084033613445
D4480,15.7,8.8,Cloudy,Medium,17:15,92,138.16,Long,17,1,Cloudy + Medium,5.859872611464969
D4481,16.7,4.5,Rainy,Medium,19:52,88,75.14999999999999,Long,19,1,Rainy + Medium,5.269461077844311
D4482,1.4,8.6,Cloudy,Medium,7:56,94,12.04,Short,7,1,Cloudy + Medium,67.14285714285715
D4483,15.9,7.5,Rainy,Low,9:22,52,119.25,Long,9,1,Rainy + Low,3.2704402515723268
D4484,11.9,3.6,Rainy,High,9:19,96,42.84,Long,9,1,Rainy + High,8.067226890756302
D4485,4.9,7.8,Foggy,Medium,12:54,53,38.22,Short,12,0,Foggy + Medium,10.816326530612244
D4486,13.0,2.2,Rainy,High,17:22,75,28.6,Long,17,1,Rainy + High,5.769230769230769
D4487,11.0,5.9,Snowy,Medium,8:52,35,64.9,Long,8,1,Snowy + Medium,3.1818181818181817
D4488,10.6,9.0,Rainy,High,15:03,47,95.39999999999999,Long,15,0,Rainy + High,4.433962264150944
D4489,14.2,2.3,Foggy,Low,16:43,84,32.66,Long,16,0,Foggy + Low,5.915492957746479
D4490,9.4,3.6,Sunny,Low,8:42,93,33.84,Medium,8,1,Sunny + Low,9.893617021276595
D4491,10.7,2.7,Snowy,Low,17:37,83,28.89,Long,17,1,Snowy + Low,7.757009345794393
D4492,8.5,7.4,Cloudy,Medium,11:06,35,62.900000000000006,Medium,11,0,Cloudy + Medium,4.117647058823529
D4493,6.6,5.0,Foggy,High,9:03,105,33.0,Medium,9,1,Foggy + High,15.90909090909091
D4494,15.8,9.2,Foggy,Low,18:42,24,145.35999999999999,Long,18,1,Foggy + Low,1.5189873417721518
D4495,18.7,5.0,Sunny,High,17:39,25,93.5,Long,17,1,Sunny + High,1.3368983957219251
D4496,9.9,5.2,Sunny,Low,8:20,97,51.480000000000004,Medium,8,1,Sunny + Low,9.797979797979798
D4497,7.9,7.7,Foggy,Low,6:03,46,60.830000000000005,Medium,6,0,Foggy + Low,5.822784810126582
D4498,3.9,9.4,Rainy,Medium,11:35,72,36.660000000000004,Short,11,0,Rainy + Medium,18.461538461538463
D4499,9.1,8.3,Foggy,Medium,6:15,90,75.53,Medium,6,0,Foggy + Medium,9.89010989010989
D4500,16.8,4.1,Snowy,Low,11:27,32,68.88,Long,11,0,Snowy + Low,1.9047619047619047
D4501,18.9,2.7,Rainy,Medium,14:11,16,51.03,Long,14,0,Rainy + Medium,0.8465608465608466
D4502,4.9,8.9,Snowy,Low,11:44,60,43.61000000000001,Short,11,0,Snowy + Low,12.244897959183673
D4503,15.6,9.2,Snowy,Medium,6:28,25,143.51999999999998,Long,6,0,Snowy + Medium,1.6025641025641026
D4504,17.4,9.5,Foggy,Medium,11:08,119,165.29999999999998,Long,11,0,Foggy + Medium,6.839080459770115
D4505,3.6,8.2,Cloudy,Low,12:19,24,29.52,Short,12,0,Cloudy + Low,6.666666666666666
D4506,1.5,8.1,Sunny,High,13:19,12,12.149999999999999,Short,13,0,Sunny + High,8.0
D4507,10.9,2.0,Sunny,Medium,11:32,102,21.8,Long,11,0,Sunny + Medium,9.357798165137615
D4508,3.7,0.8,Rainy,Medium,16:31,91,2.9600000000000004,Short,16,0,Rainy + Medium,24.594594594594593
D4509,3.6,2.5,Rainy,Low,20:24,114,9.0,Short,20,0,Rainy + Low,31.666666666666664
D4510,3.9,3.9,Sunny,Low,12:21,22,15.209999999999999,Short,12,0,Sunny + Low,5.641025641025641
D4511,17.4,7.3,Snowy,Low,17:11,22,127.01999999999998,Long,17,1,Snowy + Low,1.264367816091954
D4512,8.7,2.4,Sunny,Low,8:50,30,20.88,Medium,8,1,Sunny + Low,3.4482758620689657
D4513,11.1,8.5,Foggy,Low,12:03,24,94.35,Long,12,0,Foggy + Low,2.1621621621621623
D4514,19.8,2.5,Sunny,Medium,17:58,96,49.5,Long,17,1,Sunny + Medium,4.848484848484849
D4515,2.3,9.5,Rainy,High,10:55,63,21.849999999999998,Short,10,0,Rainy + High,27.39130434782609
D4516,16.6,8.2,Sunny,Medium,7:28,65,136.12,Long,7,1,Sunny + Medium,3.9156626506024095
D4517,9.3,8.7,Snowy,Medium,9:09,105,80.91,Medium,9,1,Snowy + Medium,11.29032258064516
D4518,12.6,1.6,Sunny,Low,12:19,49,20.16,Long,12,0,Sunny + Low,3.888888888888889
D4519,17.2,1.7,Cloudy,Medium,15:19,56,29.24,Long,15,0,Cloudy + Medium,3.255813953488372
D4520,9.8,0.7,Rainy,Low,10:11,49,6.86,Medium,10,0,Rainy + Low,5.0
D4521,2.1,8.7,Cloudy,Medium,19:35,99,18.27,Short,19,1,Cloudy + Medium,47.14285714285714
D4522,16.8,7.1,Foggy,Medium,15:56,71,119.28,Long,15,0,Foggy + Medium,4.226190476190476
D4523,7.6,0.7,Snowy,Low,9:31,12,5.319999999999999,Medium,9,1,Snowy + Low,1.5789473684210527
D4524,10.9,1.3,Snowy,Low,15:27,107,14.170000000000002,Long,15,0,Snowy + Low,9.81651376146789
D4525,10.7,5.0,Sunny,Medium,16:37,48,53.5,Long,16,0,Sunny + Medium,4.4859813084112155
D4526,11.0,2.0,Rainy,Medium,18:10,104,22.0,Long,18,1,Rainy + Medium,9.454545454545455
D4527,14.7,1.0,Cloudy,Medium,15:09,31,14.7,Long,15,0,Cloudy + Medium,2.108843537414966
D4528,16.0,8.1,Rainy,Medium,19:45,25,129.6,Long,19,1,Rainy + Medium,1.5625
D4529,3.5,6.4,Rainy,Medium,13:00,92,22.400000000000002,Short,13,0,Rainy + Medium,26.285714285714285
D4530,5.0,5.4,Foggy,Medium,19:45,63,27.0,Short,19,1,Foggy + Medium,12.6
D4531,5.2,3.1,Foggy,Medium,9:26,42,16.12,Medium,9,1,Foggy + Medium,8.076923076923077
D4532,4.5,9.3,Cloudy,Low,15:21,49,41.85,Short,15,0,Cloudy + Low,10.88888888888889
D4533,6.0,4.6,Cloudy,High,18:06,52,27.599999999999998,Medium,18,1,Cloudy + High,8.666666666666666
D4534,17.8,2.4,Rainy,High,7:25,117,42.72,Long,7,1,Rainy + High,6.573033707865168
D4535,4.8,9.8,Rainy,Low,19:08,24,47.04,Short,19,1,Rainy + Low,5.0
D4536,3.0,2.8,Rainy,High,17:04,47,8.399999999999999,Short,17,1,Rainy + High,15.666666666666666
D4537,5.8,2.4,Rainy,High,13:15,35,13.92,Medium,13,0,Rainy + High,6.0344827586206895
D4538,19.1,3.3,Cloudy,Low,12:24,44,63.03,Long,12,0,Cloudy + Low,2.3036649214659684
D4539,15.3,2.3,Cloudy,Medium,7:11,43,35.19,Long,7,1,Cloudy + Medium,2.810457516339869
D4540,13.1,1.8,Cloudy,High,14:14,10,23.58,Long,14,0,Cloudy + High,0.7633587786259542
D4541,18.7,9.5,Snowy,Medium,14:51,111,177.65,Long,14,0,Snowy + Medium,5.935828877005348
D4542,8.6,8.7,Cloudy,Low,13:42,27,74.82,Medium,13,0,Cloudy + Low,3.1395348837209305
D4543,15.2,4.2,Sunny,High,10:57,90,63.839999999999996,Long,10,0,Sunny + High,5.921052631578948
D4544,7.8,1.6,Sunny,Medium,15:42,61,12.48,Medium,15,0,Sunny + Medium,7.82051282051282
D4545,5.9,2.5,Rainy,Medium,20:42,108,14.75,Medium,20,0,Rainy + Medium,18.30508474576271
D4546,5.6,8.7,Snowy,High,10:22,37,48.71999999999999,Medium,10,0,Snowy + High,6.607142857142858
D4547,4.8,6.9,Rainy,Low,13:11,59,33.12,Short,13,0,Rainy + Low,12.291666666666668
D4548,3.5,0.5,Foggy,High,7:40,109,1.75,Short,7,1,Foggy + High,31.142857142857142
D4549,8.5,6.8,Foggy,Medium,14:57,58,57.8,Medium,14,0,Foggy + Medium,6.823529411764706
D4550,13.2,8.5,Cloudy,Low,15:48,63,112.19999999999999,Long,15,0,Cloudy + Low,4.772727272727273
D4551,10.1,1.3,Cloudy,Medium,12:32,16,13.13,Long,12,0,Cloudy + Medium,1.5841584158415842
D4552,13.6,3.0,Cloudy,High,10:20,107,40.8,Long,10,0,Cloudy + High,7.86764705882353
D4553,19.9,7.9,Sunny,High,12:54,118,157.21,Long,12,0,Sunny + High,5.9296482412060305
D4554,18.5,2.3,Sunny,Low,6:37,99,42.55,Long,6,0,Sunny + Low,5.351351351351352
D4555,11.9,5.4,Sunny,Medium,17:09,57,64.26,Long,17,1,Sunny + Medium,4.7899159663865545
D4556,18.0,1.2,Sunny,Low,18:24,14,21.599999999999998,Long,18,1,Sunny + Low,0.7777777777777778
D4557,16.2,3.7,Snowy,Medium,6:16,82,59.94,Long,6,0,Snowy + Medium,5.061728395061729
D4558,1.4,3.3,Cloudy,Medium,7:18,99,4.619999999999999,Short,7,1,Cloudy + Medium,70.71428571428572
D4559,19.4,7.7,Sunny,High,11:38,93,149.38,Long,11,0,Sunny + High,4.7938144329896915
D4560,11.8,8.4,Sunny,Low,19:36,64,99.12,Long,19,1,Sunny + Low,5.423728813559322
D4561,10.1,0.6,Cloudy,High,7:39,51,6.06,Long,7,1,Cloudy + High,5.0495049504950495
D4562,10.3,1.7,Sunny,Low,8:16,23,17.51,Long,8,1,Sunny + Low,2.233009708737864
D4563,12.2,6.9,Foggy,Low,15:23,83,84.17999999999999,Long,15,0,Foggy + Low,6.803278688524591
D4564,14.5,5.0,Sunny,Low,15:53,67,72.5,Long,15,0,Sunny + Low,4.620689655172414
D4565,13.2,8.0,Sunny,Medium,9:00,73,105.6,Long,9,1,Sunny + Medium,5.53030303030303
D4566,13.0,4.5,Cloudy,High,7:31,23,58.5,Long,7,1,Cloudy + High,1.7692307692307692
D4567,2.8,2.2,Sunny,Low,13:43,83,6.16,Short,13,0,Sunny + Low,29.642857142857146
D4568,11.9,2.5,Snowy,High,16:03,49,29.75,Long,16,0,Snowy + High,4.117647058823529
D4569,15.5,6.0,Sunny,High,8:29,24,93.0,Long,8,1,Sunny + High,1.5483870967741935
D4570,3.7,1.4,Snowy,Low,7:32,102,5.18,Short,7,1,Snowy + Low,27.567567567567565
D4571,15.4,4.0,Cloudy,Medium,12:30,16,61.6,Long,12,0,Cloudy + Medium,1.0389610389610389
D4572,5.0,8.8,Foggy,High,10:59,38,44.0,Short,10,0,Foggy + High,7.6
D4573,10.8,2.9,Snowy,Medium,14:49,57,31.32,Long,14,0,Snowy + Medium,5.277777777777778
D4574,11.2,7.1,Snowy,Medium,12:07,120,79.52,Long,12,0,Snowy + Medium,10.714285714285715
D4575,1.3,4.4,Foggy,Medium,16:28,93,5.720000000000001,Short,16,0,Foggy + Medium,71.53846153846153
D4576,11.3,1.0,Cloudy,High,12:52,52,11.3,Long,12,0,Cloudy + High,4.601769911504425
D4577,7.6,0.8,Cloudy,High,16:10,85,6.08,Medium,16,0,Cloudy + High,11.18421052631579
D4578,13.6,7.7,Cloudy,Medium,9:06,87,104.72,Long,9,1,Cloudy + Medium,6.397058823529412
D4579,7.0,9.6,Rainy,High,18:38,101,67.2,Medium,18,1,Rainy + High,14.428571428571429
D4580,14.6,9.9,Snowy,Medium,11:36,83,144.54,Long,11,0,Snowy + Medium,5.684931506849315
D4581,12.4,9.6,Rainy,Low,8:21,19,119.03999999999999,Long,8,1,Rainy + Low,1.532258064516129
D4582,13.1,4.4,Cloudy,High,13:33,77,57.64,Long,13,0,Cloudy + High,5.877862595419847
D4583,17.5,5.5,Foggy,Low,11:25,116,96.25,Long,11,0,Foggy + Low,6.628571428571429
D4584,17.0,7.9,Cloudy,High,8:56,68,134.3,Long,8,1,Cloudy + High,4.0
D4585,16.4,4.0,Snowy,High,11:19,91,65.6,Long,11,0,Snowy + High,5.548780487804878
D4586,10.6,9.2,Foggy,High,20:33,62,97.52,Long,20,0,Foggy + High,5.849056603773585
D4587,6.2,8.3,Snowy,Low,19:33,71,51.46000000000001,Medium,19,1,Snowy + Low,11.451612903225806
D4588,17.7,1.2,Rainy,High,19:58,97,21.24,Long,19,1,Rainy + High,5.480225988700565
D4589,18.0,4.2,Foggy,High,12:09,42,75.60000000000001,Long,12,0,Foggy + High,2.3333333333333335
D4590,16.7,3.9,Foggy,High,19:51,89,65.13,Long,19,1,Foggy + High,5.3293413173652695
D4591,5.6,4.1,Foggy,High,9:02,100,22.959999999999997,Medium,9,1,Foggy + High,17.857142857142858
D4592,3.8,5.2,Snowy,High,16:24,119,19.759999999999998,Short,16,0,Snowy + High,31.315789473684212
D4593,16.7,7.9,Cloudy,Medium,19:07,105,131.93,Long,19,1,Cloudy + Medium,6.287425149700599
D4594,18.0,2.5,Cloudy,Medium,6:28,56,45.0,Long,6,0,Cloudy + Medium,3.111111111111111
D4595,8.7,2.7,Sunny,High,9:02,42,23.49,Medium,9,1,Sunny + High,4.8275862068965525
D4596,10.4,3.0,Foggy,Low,6:46,46,31.200000000000003,Long,6,0,Foggy + Low,4.423076923076923
D4597,18.6,0.9,Rainy,Low,10:20,52,16.740000000000002,Long,10,0,Rainy + Low,2.7956989247311825
D4598,10.8,5.4,Rainy,High,6:45,81,58.32000000000001,Long,6,0,Rainy + High,7.499999999999999
D4599,7.9,9.6,Foggy,High,19:24,84,75.84,Medium,19,1,Foggy + High,10.632911392405063
D4600,13.2,4.4,Foggy,High,12:41,57,58.08,Long,12,0,Foggy + High,4.318181818181818
D4601,6.9,7.8,Snowy,Medium,13:37,62,53.82,Medium,13,0,Snowy + Medium,8.98550724637681
D4602,12.8,4.2,Rainy,Low,16:58,37,53.760000000000005,Long,16,0,Rainy + Low,2.890625
D4603,6.2,9.1,Rainy,Medium,9:41,29,56.42,Medium,9,1,Rainy + Medium,4.67741935483871
D4604,1.2,3.5,Foggy,Medium,14:20,15,4.2,Short,14,0,Foggy + Medium,12.5
D4605,9.9,4.0,Snowy,High,15:39,56,39.6,Medium,15,0,Snowy + High,5.656565656565657
D4606,7.6,2.8,Sunny,High,7:47,13,21.279999999999998,Medium,7,1,Sunny + High,1.7105263157894737
D4607,1.3,2.2,Snowy,Low,6:03,26,2.8600000000000003,Short,6,0,Snowy + Low,20.0
D4608,12.0,1.0,Foggy,Medium,16:15,108,12.0,Long,16,0,Foggy + Medium,9.0
D4609,12.2,8.3,Sunny,Medium,14:04,32,101.26,Long,14,0,Sunny + Medium,2.6229508196721314
D4610,8.7,9.2,Snowy,Low,10:47,13,80.03999999999999,Medium,10,0,Snowy + Low,1.4942528735632186
D4611,19.3,5.2,Sunny,Low,18:24,98,100.36000000000001,Long,18,1,Sunny + Low,5.077720207253885
D4612,3.4,5.1,Rainy,High,17:38,63,17.34,Short,17,1,Rainy + High,18.529411764705884
D4613,3.4,4.5,Rainy,Low,16:26,43,15.299999999999999,Short,16,0,Rainy + Low,12.647058823529411
D4614,11.0,3.1,Foggy,Medium,20:12,118,34.1,Long,20,0,Foggy + Medium,10.727272727272727
D4615,9.0,4.6,Cloudy,High,14:15,38,41.4,Medium,14,0,Cloudy + High,4.222222222222222
D4616,12.8,7.8,Snowy,Medium,9:36,52,99.84,Long,9,1,Snowy + Medium,4.0625
D4617,7.8,5.2,Rainy,Medium,12:40,116,40.56,Medium,12,0,Rainy + Medium,14.871794871794872
D4618,12.0,8.4,Snowy,High,13:44,89,100.80000000000001,Long,13,0,Snowy + High,7.416666666666667
D4619,8.6,1.6,Cloudy,High,17:47,37,13.76,Medium,17,1,Cloudy + High,4.302325581395349
D4620,1.6,9.4,Cloudy,High,15:15,39,15.040000000000001,Short,15,0,Cloudy + High,24.375
D4621,5.2,5.6,Foggy,High,13:30,75,29.119999999999997,Medium,13,0,Foggy + High,14.423076923076923
D4622,8.7,1.9,Rainy,Medium,14:46,54,16.529999999999998,Medium,14,0,Rainy + Medium,6.206896551724139
D4623,15.1,1.3,Foggy,Low,8:00,39,19.63,Long,8,1,Foggy + Low,2.5827814569536423
D4624,9.6,2.0,Foggy,Medium,14:19,94,19.2,Medium,14,0,Foggy + Medium,9.791666666666668
D4625,8.6,1.2,Rainy,High,13:18,55,10.319999999999999,Medium,13,0,Rainy + High,6.395348837209303
D4626,9.4,1.9,Snowy,Medium,6:53,73,17.86,Medium,6,0,Snowy + Medium,7.76595744680851
D4627,4.4,6.6,Foggy,High,11:59,80,29.04,Short,11,0,Foggy + High,18.18181818181818
D4628,3.5,6.3,Cloudy,High,14:08,115,22.05,Short,14,0,Cloudy + High,32.857142857142854
D4629,18.4,7.6,Rainy,High,8:47,98,139.83999999999997,Long,8,1,Rainy + High,5.326086956521739
D4630,9.8,7.9,Snowy,Low,7:20,67,77.42000000000002,Medium,7,1,Snowy + Low,6.836734693877551
D4631,14.5,3.3,Cloudy,High,6:19,28,47.849999999999994,Long,6,0,Cloudy + High,1.9310344827586208
D4632,9.3,8.6,Rainy,High,8:25,57,79.98,Medium,8,1,Rainy + High,6.129032258064516
D4633,14.0,7.9,Snowy,Medium,10:35,31,110.60000000000001,Long,10,0,Snowy + Medium,2.2142857142857144
D4634,4.3,2.0,Cloudy,Medium,13:49,74,8.6,Short,13,0,Cloudy + Medium,17.209302325581397
D4635,15.3,2.6,Snowy,Low,20:48,10,39.78,Long,20,0,Snowy + Low,0.6535947712418301
D4636,15.7,1.1,Cloudy,Low,6:36,53,17.27,Long,6,0,Cloudy + Low,3.375796178343949
D4637,15.1,4.4,Cloudy,High,16:43,31,66.44,Long,16,0,Cloudy + High,2.052980132450331
D4638,4.7,8.5,Foggy,Medium,10:12,100,39.95,Short,10,0,Foggy + Medium,21.27659574468085
D4639,3.8,9.1,Snowy,Low,6:14,10,34.58,Short,6,0,Snowy + Low,2.6315789473684212
D4640,3.8,5.8,Rainy,High,9:53,18,22.04,Short,9,1,Rainy + High,4.736842105263158
D4641,12.1,3.0,Cloudy,Medium,15:08,26,36.3,Long,15,0,Cloudy + Medium,2.1487603305785123
D4642,12.2,8.0,Sunny,Low,14:59,35,97.6,Long,14,0,Sunny + Low,2.8688524590163937
D4643,6.5,2.8,Snowy,Low,9:23,41,18.2,Medium,9,1,Snowy + Low,6.3076923076923075
D4644,2.9,5.9,Sunny,Low,17:50,115,17.11,Short,17,1,Sunny + Low,39.6551724137931
D4645,7.8,9.6,Cloudy,High,8:27,111,74.88,Medium,8,1,Cloudy + High,14.230769230769232
D4646,17.0,8.2,Sunny,High,12:07,58,139.39999999999998,Long,12,0,Sunny + High,3.411764705882353
D4647,9.8,1.1,Foggy,Low,18:29,116,10.780000000000001,Medium,18,1,Foggy + Low,11.83673469387755
D4648,8.5,3.5,Cloudy,Medium,8:47,51,29.75,Medium,8,1,Cloudy + Medium,6.0
D4649,16.5,4.0,Snowy,Medium,6:54,68,66.0,Long,6,0,Snowy + Medium,4.121212121212121
D4650,1.1,1.0,Snowy,Medium,13:33,77,1.1,Short,13,0,Snowy + Medium,70.0
D4651,10.1,9.0,Snowy,Medium,12:40,18,90.89999999999999,Long,12,0,Snowy + Medium,1.7821782178217822
D4652,9.3,6.1,Sunny,Low,10:12,25,56.730000000000004,Medium,10,0,Sunny + Low,2.6881720430107525
D4653,6.3,4.6,Sunny,Medium,20:54,25,28.979999999999997,Medium,20,0,Sunny + Medium,3.9682539682539684
D4654,1.8,3.6,Cloudy,High,16:10,103,6.48,Short,16,0,Cloudy + High,57.22222222222222
D4655,5.9,9.5,Cloudy,Medium,7:18,113,56.050000000000004,Medium,7,1,Cloudy + Medium,19.152542372881356
D4656,16.6,1.2,Sunny,Low,11:53,89,19.92,Long,11,0,Sunny + Low,5.361445783132529
D4657,6.4,7.0,Snowy,Medium,7:02,40,44.800000000000004,Medium,7,1,Snowy + Medium,6.25
D4658,2.2,6.2,Sunny,High,15:11,105,13.640000000000002,Short,15,0,Sunny + High,47.72727272727273
D4659,11.4,3.6,Rainy,High,11:11,106,41.04,Long,11,0,Rainy + High,9.298245614035087
D4660,9.8,6.9,Snowy,Low,18:06,36,67.62,Medium,18,1,Snowy + Low,3.6734693877551017
D4661,16.1,6.1,Cloudy,Low,7:58,86,98.21000000000001,Long,7,1,Cloudy + Low,5.341614906832298
D4662,4.3,8.2,Sunny,Medium,14:18,55,35.26,Short,14,0,Sunny + Medium,12.790697674418606
D4663,12.4,6.6,Sunny,High,8:04,70,81.84,Long,8,1,Sunny + High,5.64516129032258
D4664,9.1,9.1,Sunny,Low,14:49,56,82.80999999999999,Medium,14,0,Sunny + Low,6.153846153846154
D4665,19.8,4.7,Sunny,High,17:59,117,93.06,Long,17,1,Sunny + High,5.909090909090909
D4666,7.5,4.1,Foggy,High,9:24,108,30.749999999999996,Medium,9,1,Foggy + High,14.4
