delivery_id,timestamp,origin_lat,origin_lon,origin_city,dest_lat,dest_lon,dest_city,distance,traffic_index,temperature,precipitation,wind_speed,weather_condition,vehicle_type,vehicle_capacity_weight,vehicle_capacity_volume,vehicle_avg_speed,package_weight,package_volume,package_priority,special_handling,num_stops,day_of_week,time_of_day,actual_delivery_time
DEL000123,2023-07-11 06:00:00,40.7128,-74.006,New York,41.8781,-87.6298,Chicago,1144.29,0.32,27.7,0.04,17.1,clear,Sprinter,1500,15,50,275.69,6.42,4,False,0,1,6,1904.52
DEL000124,2023-07-07 12:00:00,29.7604,-95.3698,Houston,39.9526,-75.1652,Philadelphia,2156.27,0.45,25.1,0.07,16.6,clear,Small Van,1000,10,45,247.51,4.83,2,False,3,4,12,3538.07
DEL000125,2023-11-15 07:00:00,39.9526,-75.1652,Philadelphia,40.7128,-74.006,New York,129.61,0.75,8.8,0.07,2.4,cloudy,Small Van,1000,10,45,323.55,0.24,1,True,3,2,7,354.78
DEL000126,2023-12-04 20:00:00,41.8781,-87.6298,Chicago,39.9526,-75.1652,Philadelphia,1068.0,0.25,6.8,0.24,8.5,cloudy,Sprinter,1500,15,50,235.01,7.7,3,False,1,0,20,1689.7
DEL000127,2023-04-09 08:00:00,39.9526,-75.1652,Philadelphia,40.7128,-74.006,New York,129.61,1.14,13.3,0.0,14.1,cloudy,Medium Truck,3000,20,40,387.24,7.27,3,False,1,6,8,422.04
DEL000128,2023-02-09 09:00:00,29.7604,-95.3698,Houston,34.0522,-118.2437,Los Angeles,2206.26,0.89,2.4,0.58,20.1,snow,Small Van,1000,10,45,696.72,3.83,4,True,0,3,9,8226.68
DEL000129,2023-11-28 17:00:00,29.7604,-95.3698,Houston,39.9526,-75.1652,Philadelphia,2156.27,0.61,9.0,0.06,27.2,clear,Small Van,1000,10,45,264.7,8.0,1,False,2,1,17,4539.59
DEL000130,2023-09-23 12:00:00,41.8781,-87.6298,Chicago,39.9526,-75.1652,Philadelphia,1068.0,0.61,8.4,0.12,15.8,cloudy,Medium Truck,3000,20,40,512.57,0.66,3,False,4,5,12,2257.13
DEL000131,2023-03-14 19:00:00,41.8781,-87.6298,Chicago,29.7604,-95.3698,Houston,1515.81,0.32,16.1,0.02,6.8,clear,Medium Truck,3000,20,40,2051.3,12.77,3,False,0,1,19,2390.13
DEL000132,2023-09-16 13:00:00,34.0522,-118.2437,Los Angeles,39.9526,-75.1652,Philadelphia,3843.45,0.36,14.7,0.06,21.1,clear,Large Truck,5000,30,35,470.95,4.66,5,False,2,5,13,6082.03
DEL000133,2023-02-05 14:00:00,39.9526,-75.1652,Philadelphia,41.8781,-87.6298,Chicago,1068.0,0.68,5.4,0.04,0.4,clear,Large Truck,5000,30,35,3378.61,21.93,1,False,4,6,14,2168.21
DEL000134,2023-06-17 07:00:00,34.0522,-118.2437,Los Angeles,40.7128,-74.006,New York,3935.75,0.55,21.8,0.05,1.5,clear,Large Truck,5000,30,35,1674.53,3.08,2,False,1,5,7,7016.38
DEL000135,2023-02-08 16:00:00,34.0522,-118.2437,Los Angeles,41.8781,-87.6298,Chicago,2803.97,0.47,6.3,0.13,3.7,cloudy,Large Truck,5000,30,35,2599.66,21.85,4,False,4,2,16,5569.74
DEL000136,2023-12-12 20:00:00,34.0522,-118.2437,Los Angeles,29.7604,-95.3698,Houston,2206.26,0.34,2.0,0.02,4.3,clear,Sprinter,1500,15,50,1011.79,11.69,2,False,4,1,20,3667.11
DEL000137,2023-10-10 10:00:00,39.9526,-75.1652,Philadelphia,29.7604,-95.3698,Houston,2156.27,0.35,9.2,0.05,4.9,clear,Medium Truck,3000,20,40,1138.71,3.96,1,True,1,1,10,3755.55
DEL000138,2023-12-15 07:00:00,40.7128,-74.006,New York,29.7604,-95.3698,Houston,2281.34,0.46,0.1,0.03,23.9,clear,Small Van,1000,10,45,427.75,3.72,1,True,4,4,7,4487.92
DEL000139,2023-05-24 06:00:00,41.8781,-87.6298,Chicago,29.7604,-95.3698,Houston,1515.81,0.72,14.0,1.26,6.8,rain,Sprinter,1500,15,50,467.39,3.81,1,False,5,2,6,4586.55
DEL000140,2023-05-24 11:00:00,39.9526,-75.1652,Philadelphia,29.7604,-95.3698,Houston,2156.27,0.32,17.3,0.22,4.5,cloudy,Large Truck,5000,30,35,2784.35,7.59,4,False,0,2,11,3783.58
DEL000141,2023-06-14 18:00:00,34.0522,-118.2437,Los Angeles,39.9526,-75.1652,Philadelphia,3843.45,0.45,27.0,0.02,16.6,clear,Small Van,1000,10,45,197.96,6.47,3,False,1,2,18,7282.82
DEL000142,2023-07-16 08:00:00,39.9526,-75.1652,Philadelphia,29.7604,-95.3698,Houston,2156.27,0.97,28.4,0.37,28.3,snow,Small Van,1000,10,45,328.32,1.95,4,True,5,6,8,9255.5
DEL000143,2023-02-19 13:00:00,34.0522,-118.2437,Los Angeles,39.9526,-75.1652,Philadelphia,3843.45,0.57,8.8,0.29,12.6,cloudy,Small Van,1000,10,45,764.97,4.2,5,False,2,6,13,8718.2
DEL000144,2023-03-15 10:00:00,29.7604,-95.3698,Houston,34.0522,-118.2437,Los Angeles,2206.26,0.56,15.7,0.05,3.5,clear,Sprinter,1500,15,50,520.7,10.91,1,False,0,2,10,4070.41
DEL000145,2023-08-04 16:00:00,34.0522,-118.2437,Los Angeles,39.9526,-75.1652,Philadelphia,3843.45,0.91,20.5,0.1,25.8,clear,Large Truck,5000,30,35,926.57,23.51,4,False,3,4,16,8359.23
DEL000146,2023-03-08 09:00:00,40.7128,-74.006,New York,41.8781,-87.6298,Chicago,1144.29,1.07,14.0,0.04,3.4,clear,Sprinter,1500,15,50,105.03,2.83,5,False,1,2,9,2928.12
DEL000147,2023-12-11 14:00:00,41.8781,-87.6298,Chicago,40.7128,-74.006,New York,1144.29,0.29,5.1,0.06,6.7,clear,Medium Truck,3000,20,40,66.05,2.51,2,False,0,0,14,1820.56
DEL000148,2023-04-18 14:00:00,29.7604,-95.3698,Houston,40.7128,-74.006,New York,2281.34,0.21,11.8,0.01,25.1,clear,Medium Truck,3000,20,40,1331.38,2.79,3,False,2,1,14,3425.32
DEL000149,2023-11-23 15:00:00,39.9526,-75.1652,Philadelphia,41.8781,-87.6298,Chicago,1068.0,0.43,8.7,0.07,14.8,clear,Large Truck,5000,30,35,1830.14,4.28,5,False,0,3,15,1768.32
DEL000150,2023-04-18 10:00:00,41.8781,-87.6298,Chicago,29.7604,-95.3698,Houston,1515.81,0.79,17.8,0.01,28.2,cloudy,Sprinter,1500,15,50,1073.86,8.07,5,False,0,1,10,3298.09
DEL000151,2023-06-25 08:00:00,34.0522,-118.2437,Los Angeles,39.9526,-75.1652,Philadelphia,3843.45,0.43,21.7,0.07,20.9,clear,Sprinter,1500,15,50,186.76,2.55,4,False,2,6,8,6690.02
DEL000152,2023-09-01 15:00:00,39.9526,-75.1652,Philadelphia,29.7604,-95.3698,Houston,2156.27,0.47,13.3,0.0,11.7,clear,Sprinter,1500,15,50,192.52,1.65,4,False,4,4,15,3731.61
DEL000153,2023-01-16 18:00:00,34.0522,-118.2437,Los Angeles,40.7128,-74.006,New York,3935.75,1.01,3.9,0.25,24.4,cloudy,Medium Truck,3000,20,40,665.52,9.5,5,False,2,0,18,10302.85
DEL000154,2023-03-20 14:00:00,34.0522,-118.2437,Los Angeles,40.7128,-74.006,New York,3935.75,0.54,15.3,0.29,20.7,cloudy,Large Truck,5000,30,35,1087.14,17.81,4,False,5,0,14,7619.23
DEL000155,2023-07-09 19:00:00,29.7604,-95.3698,Houston,34.0522,-118.2437,Los Angeles,2206.26,0.35,21.3,0.09,25.6,clear,Small Van,1000,10,45,555.22,2.23,3,False,0,6,19,3874.41
DEL000156,2023-09-21 19:00:00,40.7128,-74.006,New York,39.9526,-75.1652,Philadelphia,129.61,0.47,14.4,0.09,6.1,clear,Medium Truck,3000,20,40,1862.71,6.62,4,False,1,3,19,261.39
DEL000157,2023-12-05 07:00:00,39.9526,-75.1652,Philadelphia,40.7128,-74.006,New York,129.61,1.11,7.2,0.52,21.2,snow,Small Van,1000,10,45,265.78,4.15,2,False,0,1,7,599.61
DEL000158,2023-11-22 17:00:00,40.7128,-74.006,New York,29.7604,-95.3698,Houston,2281.34,0.69,14.7,0.06,10.1,clear,Medium Truck,3000,20,40,1152.44,15.48,4,False,4,2,17,5019.55
DEL000159,2023-03-15 20:00:00,40.7128,-74.006,New York,29.7604,-95.3698,Houston,2281.34,0.61,12.7,0.02,24.5,clear,Small Van,1000,10,45,86.11,7.11,5,False,1,2,20,4474.46
DEL000160,2023-05-28 19:00:00,29.7604,-95.3698,Houston,41.8781,-87.6298,Chicago,1515.81,0.3,14.7,1.19,6.9,rain,Large Truck,5000,30,35,2892.22,16.63,2,False,5,6,19,3087.65
DEL000161,2023-09-03 11:00:00,41.8781,-87.6298,Chicago,39.9526,-75.1652,Philadelphia,1068.0,0.25,12.6,0.08,17.0,clear,Medium Truck,3000,20,40,447.34,8.38,2,False,2,6,11,1561.31
DEL000162,2023-01-29 09:00:00,40.7128,-74.006,New York,34.0522,-118.2437,Los Angeles,3935.75,1.17,0.2,0.0,6.8,clear,Small Van,1000,10,45,188.22,5.66,3,False,4,6,9,9916.14
DEL000163,2023-11-29 17:00:00,34.0522,-118.2437,Los Angeles,41.8781,-87.6298,Chicago,2803.97,0.86,12.5,0.03,20.7,clear,Sprinter,1500,15,50,1179.91,1.31,1,False,1,2,17,6176.65
DEL000164,2023-11-05 12:00:00,40.7128,-74.006,New York,34.0522,-118.2437,Los Angeles,3935.75,0.32,12.4,0.18,18.2,cloudy,Sprinter,1500,15,50,969.16,11.76,2,False,1,6,12,6913.27
DEL000165,2023-04-11 08:00:00,39.9526,-75.1652,Philadelphia,40.7128,-74.006,New York,129.61,0.33,12.3,0.16,18.8,cloudy,Sprinter,1500,15,50,431.34,0.13,1,False,1,1,8,247.98
DEL000166,2023-11-27 07:00:00,34.0522,-118.2437,Los Angeles,39.9526,-75.1652,Philadelphia,3843.45,0.78,8.3,0.01,21.2,cloudy,Medium Truck,3000,20,40,1661.61,4.53,4,False,0,0,7,9729.38
DEL000167,2023-06-06 16:00:00,40.7128,-74.006,New York,39.9526,-75.1652,Philadelphia,129.61,1.14,27.5,0.02,1.4,clear,Small Van,1000,10,45,732.92,4.29,3,False,3,1,16,399.84
DEL000168,2023-07-24 19:00:00,39.9526,-75.1652,Philadelphia,40.7128,-74.006,New York,129.61,0.37,24.6,0.1,24.3,clear,Large Truck,5000,30,35,3708.35,10.03,4,False,0,0,19,210.22
DEL000169,2023-02-18 06:00:00,41.8781,-87.6298,Chicago,40.7128,-74.006,New York,1144.29,0.47,9.4,0.03,17.8,clear,Small Van,1000,10,45,447.01,6.53,2,False,2,5,6,1962.34
DEL000170,2023-11-01 12:00:00,39.9526,-75.1652,Philadelphia,41.8781,-87.6298,Chicago,1068.0,0.66,5.2,0.07,4.6,clear,Small Van,1000,10,45,589.93,4.23,4,False,4,2,12,2399.1
DEL000171,2023-02-28 14:00:00,39.9526,-75.1652,Philadelphia,40.7128,-74.006,New York,129.61,0.55,9.6,1.34,11.9,snow,Sprinter,1500,15,50,902.14,3.39,3,False,4,1,14,469.6
DEL000172,2023-08-22 18:00:00,40.7128,-74.006,New York,39.9526,-75.1652,Philadelphia,129.61,0.71,28.2,0.08,15.9,clear,Small Van,1000,10,45,556.6,7.1,2,False,0,1,18,291.89
DEL000173,2023-12-07 06:00:00,41.8781,-87.6298,Chicago,29.7604,-95.3698,Houston,1515.81,0.71,9.5,0.05,15.8,clear,Sprinter,1500,15,50,458.13,8.6,2,False,3,3,6,3425.09
DEL000174,2023-09-07 08:00:00,40.7128,-74.006,New York,29.7604,-95.3698,Houston,2281.34,0.45,5.6,0.04,29.0,clear,Medium Truck,3000,20,40,1564.91,15.95,4,False,0,3,8,3730.43
DEL000175,2023-03-10 15:00:00,29.7604,-95.3698,Houston,40.7128,-74.006,New York,2281.34,0.46,12.7,0.02,9.8,clear,Small Van,1000,10,45,749.72,1.57,1,False,3,4,15,3828.75
DEL000176,2023-11-02 10:00:00,39.9526,-75.1652,Philadelphia,34.0522,-118.2437,Los Angeles,3843.45,0.46,11.9,0.07,11.5,clear,Medium Truck,3000,20,40,1449.4,7.51,1,False,2,3,10,7402.98
DEL000177,2023-11-18 09:00:00,40.7128,-74.006,New York,29.7604,-95.3698,Houston,2281.34,0.73,12.6,0.02,22.4,clear,Medium Truck,3000,20,40,138.56,7.43,2,False,0,5,9,4931.96
DEL000178,2023-06-25 19:00:00,29.7604,-95.3698,Houston,41.8781,-87.6298,Chicago,1515.81,0.21,24.9,0.68,28.9,rain,Large Truck,5000,30,35,1866.1,17.48,2,False,2,6,19,2938.14
DEL000179,2023-08-03 17:00:00,40.7128,-74.006,New York,29.7604,-95.3698,Houston,2281.34,0.94,29.9,1.34,27.1,rain,Medium Truck,3000,20,40,1250.15,2.46,3,False,1,3,17,6429.18
DEL000180,2023-06-09 14:00:00,34.0522,-118.2437,Los Angeles,29.7604,-95.3698,Houston,2206.26,0.79,21.2,0.01,2.6,clear,Large Truck,5000,30,35,473.23,20.16,3,False,3,4,14,4954.27
DEL000181,2023-01-07 10:00:00,39.9526,-75.1652,Philadelphia,34.0522,-118.2437,Los Angeles,3843.45,0.29,4.0,0.16,10.3,cloudy,Large Truck,5000,30,35,1162.73,8.48,3,False,1,5,10,6733.4
DEL000182,2023-07-01 20:00:00,39.9526,-75.1652,Philadelphia,41.8781,-87.6298,Chicago,1068.0,0.31,22.5,0.05,19.1,clear,Sprinter,1500,15,50,808.79,5.0,1,False,2,5,20,1727.82
DEL000183,2023-05-14 14:00:00,40.7128,-74.006,New York,41.8781,-87.6298,Chicago,1144.29,0.62,18.1,0.03,20.3,clear,Large Truck,5000,30,35,1547.18,10.55,5,False,2,6,14,2161.36
DEL000184,2023-01-13 13:00:00,29.7604,-95.3698,Houston,39.9526,-75.1652,Philadelphia,2156.27,0.66,1.0,0.1,24.3,clear,Sprinter,1500,15,50,62.26,1.08,4,False,0,4,13,4041.13
DEL000185,2023-04-28 18:00:00,34.0522,-118.2437,Los Angeles,39.9526,-75.1652,Philadelphia,3843.45,0.46,19.4,0.25,3.8,cloudy,Small Van,1000,10,45,770.03,0.43,4,False,4,4,18,6877.91
DEL000186,2023-02-10 11:00:00,40.7128,-74.006,New York,39.9526,-75.1652,Philadelphia,129.61,0.46,5.5,0.05,29.8,clear,Small Van,1000,10,45,689.65,6.87,4,False,1,4,11,226.49
DEL000187,2023-04-14 13:00:00,29.7604,-95.3698,Houston,41.8781,-87.6298,Chicago,1515.81,0.65,19.4,0.13,23.4,cloudy,Small Van,1000,10,45,370.98,1.99,2,True,3,4,13,3386.75
DEL000188,2023-11-08 12:00:00,34.0522,-118.2437,Los Angeles,39.9526,-75.1652,Philadelphia,3843.45,0.4,5.4,0.45,19.2,snow,Large Truck,5000,30,35,3253.37,4.31,3,False,5,2,12,12297.27
DEL000189,2023-01-03 13:00:00,41.8781,-87.6298,Chicago,29.7604,-95.3698,Houston,1515.81,0.21,4.2,0.0,15.2,clear,Medium Truck,3000,20,40,163.19,9.8,1,False,4,1,13,2474.73
DEL000190,2023-02-14 17:00:00,34.0522,-118.2437,Los Angeles,40.7128,-74.006,New York,3935.75,0.92,3.5,0.02,20.6,clear,Sprinter,1500,15,50,450.17,1.22,4,False,3,1,17,8434.74
DEL000191,2023-11-12 06:00:00,40.7128,-74.006,New York,41.8781,-87.6298,Chicago,1144.29,0.35,11.1,0.06,12.3,clear,Sprinter,1500,15,50,172.32,11.38,3,False,4,6,6,2086.37
DEL000192,2023-11-14 12:00:00,39.9526,-75.1652,Philadelphia,40.7128,-74.006,New York,129.61,0.29,5.7,0.01,24.6,clear,Small Van,1000,10,45,258.81,7.76,2,False,1,1,12,226.53
DEL000193,2023-12-26 18:00:00,41.8781,-87.6298,Chicago,34.0522,-118.2437,Los Angeles,2803.97,0.61,5.1,0.11,25.0,cloudy,Sprinter,1500,15,50,822.71,1.36,4,False,2,1,18,6408.96
DEL000194,2023-09-26 06:00:00,40.7128,-74.006,New York,29.7604,-95.3698,Houston,2281.34,0.41,8.4,0.02,12.0,clear,Sprinter,1500,15,50,1021.33,7.84,1,False,0,1,6,4156.36
DEL000195,2023-10-20 19:00:00,34.0522,-118.2437,Los Angeles,39.9526,-75.1652,Philadelphia,3843.45,0.31,12.5,0.16,19.7,cloudy,Large Truck,5000,30,35,2409.86,10.85,5,False,0,4,19,7086.68
DEL000196,2023-05-30 09:00:00,34.0522,-118.2437,Los Angeles,41.8781,-87.6298,Chicago,2803.97,0.71,15.0,0.07,14.3,clear,Medium Truck,3000,20,40,111.99,14.0,1,False,2,1,9,5276.14
DEL000197,2023-01-04 16:00:00,40.7128,-74.006,New York,29.7604,-95.3698,Houston,2281.34,1.01,5.0,0.01,17.7,clear,Large Truck,5000,30,35,586.89,11.66,1,False,0,2,16,5008.63
DEL000198,2023-09-19 19:00:00,41.8781,-87.6298,Chicago,34.0522,-118.2437,Los Angeles,2803.97,0.26,9.1,1.19,7.5,snow,Large Truck,5000,30,35,2357.9,23.72,4,False,2,1,19,7130.74
DEL000199,2023-09-22 10:00:00,29.7604,-95.3698,Houston,41.8781,-87.6298,Chicago,1515.81,0.77,12.1,1.93,17.6,rain,Large Truck,5000,30,35,79.63,23.6,2,False,0,4,10,3921.92
DEL000200,2023-09-19 07:00:00,40.7128,-74.006,New York,41.8781,-87.6298,Chicago,1144.29,0.53,12.0,0.19,27.5,cloudy,Large Truck,5000,30,35,3860.03,12.09,3,False,2,1,7,2203.05
DEL000201,2023-07-14 16:00:00,39.9526,-75.1652,Philadelphia,40.7128,-74.006,New York,129.61,0.83,28.2,0.02,21.1,clear,Sprinter,1500,15,50,732.82,0.37,5,False,4,4,16,321.64
DEL000202,2023-05-15 20:00:00,41.8781,-87.6298,Chicago,40.7128,-74.006,New York,1144.29,0.66,13.3,0.02,12.5,clear,Medium Truck,3000,20,40,268.68,8.0,2,False,1,0,20,2359.24
DEL000203,2023-07-29 12:00:00,40.7128,-74.006,New York,34.0522,-118.2437,Los Angeles,3935.75,0.51,24.5,0.29,25.9,cloudy,Medium Truck,3000,20,40,1002.07,3.8,3,False,0,5,12,8120.41
DEL000204,2023-07-12 16:00:00,39.9526,-75.1652,Philadelphia,41.8781,-87.6298,Chicago,1068.0,0.35,23.9,0.29,20.7,cloudy,Small Van,1000,10,45,479.41,2.61,1,False,0,2,16,2055.62
DEL000205,2023-10-06 20:00:00,41.8781,-87.6298,Chicago,34.0522,-118.2437,Los Angeles,2803.97,0.55,9.2,0.07,14.1,clear,Sprinter,1500,15,50,551.05,6.95,2,False,1,4,20,4899.61
DEL000206,2023-06-25 19:00:00,40.7128,-74.006,New York,39.9526,-75.1652,Philadelphia,129.61,0.52,21.7,1.56,24.4,rain,Medium Truck,3000,20,40,656.49,9.66,2,False,5,6,19,464.89
DEL000207,2023-09-24 16:00:00,39.9526,-75.1652,Philadelphia,41.8781,-87.6298,Chicago,1068.0,0.57,9.8,0.07,13.6,clear,Medium Truck,3000,20,40,1515.7,1.88,1,False,0,6,16,2157.58
DEL000208,2023-08-17 20:00:00,40.7128,-74.006,New York,34.0522,-118.2437,Los Angeles,3935.75,0.54,24.2,0.08,21.1,clear,Sprinter,1500,15,50,290.99,5.86,4,False,2,3,20,7392.57
DEL000209,2023-10-20 08:00:00,29.7604,-95.3698,Houston,39.9526,-75.1652,Philadelphia,2156.27,0.38,14.5,1.3,11.4,rain,Sprinter,1500,15,50,275.18,11.51,1,False,3,4,8,4771.69
DEL000210,2023-11-05 20:00:00,39.9526,-75.1652,Philadelphia,34.0522,-118.2437,Los Angeles,3843.45,0.33,6.9,0.0,2.0,clear,Small Van,1000,10,45,544.8,5.96,2,False,4,6,20,6371.66
DEL000211,2023-07-16 06:00:00,29.7604,-95.3698,Houston,40.7128,-74.006,New York,2281.34,0.7,24.7,0.07,19.0,clear,Large Truck,5000,30,35,2313.15,4.77,5,False,4,6,6,4607.41
DEL000212,2023-09-29 18:00:00,34.0522,-118.2437,Los Angeles,40.7128,-74.006,New York,3935.75,0.56,8.4,0.07,9.2,clear,Sprinter,1500,15,50,283.21,9.83,5,False,0,4,18,6887.31
DEL000213,2023-03-28 11:00:00,34.0522,-118.2437,Los Angeles,39.9526,-75.1652,Philadelphia,3843.45,0.59,18.3,0.1,10.9,clear,Large Truck,5000,30,35,1189.04,2.87,2,False,3,1,11,6989.12
DEL000214,2023-09-07 09:00:00,34.0522,-118.2437,Los Angeles,39.9526,-75.1652,Philadelphia,3843.45,1.04,12.1,0.07,3.8,clear,Sprinter,1500,15,50,1094.29,3.19,1,False,2,3,9,8659.47
DEL000215,2023-11-06 11:00:00,34.0522,-118.2437,Los Angeles,39.9526,-75.1652,Philadelphia,3843.45,0.55,6.9,0.09,21.9,clear,Medium Truck,3000,20,40,1930.89,6.34,1,False,5,0,11,7003.88
DEL000216,2023-08-06 09:00:00,34.0522,-118.2437,Los Angeles,40.7128,-74.006,New York,3935.75,0.67,24.0,0.27,0.1,cloudy,Small Van,1000,10,45,612.61,0.19,5,False,5,6,9,9334.41
DEL000217,2023-11-14 11:00:00,41.8781,-87.6298,Chicago,34.0522,-118.2437,Los Angeles,2803.97,0.74,6.1,0.06,16.9,clear,Large Truck,5000,30,35,3673.76,17.12,1,False,5,1,11,6102.99
DEL000218,2023-02-23 16:00:00,34.0522,-118.2437,Los Angeles,29.7604,-95.3698,Houston,2206.26,0.39,8.2,0.1,26.5,clear,Medium Truck,3000,20,40,1523.46,9.36,3,False,0,3,16,3772.42
DEL000219,2023-04-14 06:00:00,39.9526,-75.1652,Philadelphia,34.0522,-118.2437,Los Angeles,3843.45,0.57,13.1,0.0,16.0,clear,Large Truck,5000,30,35,2818.85,11.36,1,False,5,4,6,7540.61
DEL000220,2023-05-09 16:00:00,34.0522,-118.2437,Los Angeles,40.7128,-74.006,New York,3935.75,0.99,17.5,1.87,13.2,rain,Large Truck,5000,30,35,1444.58,2.37,5,False,0,1,16,11056.89
DEL000221,2023-04-24 14:00:00,29.7604,-95.3698,Houston,40.7128,-74.006,New York,2281.34,0.57,19.9,0.01,4.1,clear,Small Van,1000,10,45,759.9,4.87,3,False,4,0,14,4681.33
DEL000222,2023-11-08 19:00:00,41.8781,-87.6298,Chicago,40.7128,-74.006,New York,1144.29,0.71,11.3,1.76,2.0,rain,Sprinter,1500,15,50,702.53,4.96,2,False,0,2,19,2997.51
DEL000223,2023-08-16 20:00:00,41.8781,-87.6298,Chicago,40.7128,-74.006,New York,1144.29,0.22,24.2,0.07,11.7,clear,Large Truck,5000,30,35,3188.37,4.06,4,False,3,2,20,1874.87
DEL000224,2023-05-26 15:00:00,34.0522,-118.2437,Los Angeles,29.7604,-95.3698,Houston,2206.26,0.62,13.7,0.07,16.1,clear,Medium Truck,3000,20,40,285.96,2.06,2,False,5,4,15,4654.46
DEL000225,2023-08-18 08:00:00,40.7128,-74.006,New York,41.8781,-87.6298,Chicago,1144.29,1.03,20.1,0.1,1.3,clear,Medium Truck,3000,20,40,889.53,14.96,4,True,2,4,8,2957.21
DEL000226,2023-08-14 16:00:00,39.9526,-75.1652,Philadelphia,41.8781,-87.6298,Chicago,1068.0,0.42,29.5,0.02,16.5,clear,Sprinter,1500,15,50,666.06,0.9,4,False,1,0,16,1897.5
DEL000227,2023-05-01 06:00:00,39.9526,-75.1652,Philadelphia,29.7604,-95.3698,Houston,2156.27,0.35,13.0,1.89,0.9,rain,Sprinter,1500,15,50,388.68,5.54,2,False,5,0,6,4631.49
DEL000228,2023-05-08 16:00:00,39.9526,-75.1652,Philadelphia,41.8781,-87.6298,Chicago,1068.0,0.34,15.0,0.02,25.8,clear,Medium Truck,3000,20,40,492.72,7.95,4,False,0,0,16,1751.23
DEL000229,2023-02-28 15:00:00,40.7128,-74.006,New York,34.0522,-118.2437,Los Angeles,3935.75,0.47,7.3,0.68,19.8,rain,Sprinter,1500,15,50,576.95,7.76,2,True,3,1,15,9677.0
DEL000230,2023-08-11 13:00:00,29.7604,-95.3698,Houston,40.7128,-74.006,New York,2281.34,0.24,25.5,0.04,14.9,clear,Large Truck,5000,30,35,3581.11,12.29,4,False,4,4,13,3538.86
DEL000231,2023-12-30 08:00:00,34.0522,-118.2437,Los Angeles,41.8781,-87.6298,Chicago,2803.97,0.88,0.9,0.14,11.4,cloudy,Small Van,1000,10,45,408.57,3.78,5,True,0,5,8,6465.32
DEL000232,2023-06-05 12:00:00,29.7604,-95.3698,Houston,34.0522,-118.2437,Los Angeles,2206.26,0.35,23.5,0.19,17.6,cloudy,Medium Truck,3000,20,40,2100.95,11.44,1,False,4,0,12,3796.39
DEL000233,2023-03-12 16:00:00,39.9526,-75.1652,Philadelphia,40.7128,-74.006,New York,129.61,0.91,15.6,0.06,22.7,clear,Large Truck,5000,30,35,2245.11,19.57,1,False,4,6,16,417.02
DEL000234,2023-03-19 10:00:00,29.7604,-95.3698,Houston,40.7128,-74.006,New York,2281.34,0.66,14.0,0.05,14.8,clear,Small Van,1000,10,45,392.22,0.12,2,False,0,6,10,4601.15
DEL000235,2023-04-24 19:00:00,40.7128,-74.006,New York,29.7604,-95.3698,Houston,2281.34,0.26,12.2,1.98,0.7,rain,Medium Truck,3000,20,40,647.21,12.22,2,False,1,0,19,4315.17
DEL000236,2023-04-29 16:00:00,40.7128,-74.006,New York,39.9526,-75.1652,Philadelphia,129.61,1.2,11.3,0.04,23.4,clear,Sprinter,1500,15,50,253.47,4.45,3,False,0,5,16,343.7
DEL000237,2023-12-19 09:00:00,29.7604,-95.3698,Houston,41.8781,-87.6298,Chicago,1515.81,0.55,8.2,1.63,14.2,rain,Small Van,1000,10,45,441.06,1.53,1,False,1,1,9,3475.71
DEL000238,2023-02-04 17:00:00,34.0522,-118.2437,Los Angeles,29.7604,-95.3698,Houston,2206.26,0.33,10.0,0.06,23.3,clear,Large Truck,5000,30,35,1664.49,16.46,4,False,4,5,17,3852.63
DEL000239,2023-02-13 10:00:00,39.9526,-75.1652,Philadelphia,29.7604,-95.3698,Houston,2156.27,0.62,1.5,0.1,11.4,clear,Large Truck,5000,30,35,1930.49,11.72,1,False,4,0,10,4568.55
DEL000240,2023-06-08 19:00:00,39.9526,-75.1652,Philadelphia,29.7604,-95.3698,Houston,2156.27,0.21,22.7,0.2,12.2,cloudy,Large Truck,5000,30,35,3864.88,7.7,5,False,1,3,19,3213.12
DEL000241,2023-08-05 15:00:00,34.0522,-118.2437,Los Angeles,29.7604,-95.3698,Houston,2206.26,0.36,28.2,0.28,24.7,cloudy,Large Truck,5000,30,35,2773.36,1.85,5,False,3,5,15,3673.2
DEL000242,2023-11-09 06:00:00,40.7128,-74.006,New York,41.8781,-87.6298,Chicago,1144.29,0.58,12.7,0.06,11.7,clear,Sprinter,1500,15,50,1149.84,2.88,3,False,1,3,6,2093.84
DEL000243,2023-03-17 06:00:00,41.8781,-87.6298,Chicago,34.0522,-118.2437,Los Angeles,2803.97,0.32,13.9,0.17,10.5,cloudy,Small Van,1000,10,45,55.14,4.62,4,False,0,4,6,5006.4
DEL000244,2023-05-13 17:00:00,39.9526,-75.1652,Philadelphia,41.8781,-87.6298,Chicago,1068.0,1.11,19.1,0.01,14.0,clear,Small Van,1000,10,45,714.17,7.9,4,False,1,5,17,2788.56
DEL000245,2023-06-03 12:00:00,41.8781,-87.6298,Chicago,39.9526,-75.1652,Philadelphia,1068.0,0.7,23.2,0.16,14.3,cloudy,Small Van,1000,10,45,408.73,7.01,5,False,3,5,12,2628.12
DEL000246,2023-04-18 15:00:00,39.9526,-75.1652,Philadelphia,40.7128,-74.006,New York,129.61,0.76,10.5,0.02,21.0,clear,Small Van,1000,10,45,758.49,1.78,3,False,0,1,15,289.7
