delivery_id,timestamp,origin_lat,origin_lon,origin_city,dest_lat,dest_lon,dest_city,distance,traffic_index,temperature,precipitation,wind_speed,weather_condition,vehicle_type,vehicle_capacity_weight,special_handling,num_stops,day_of_week,time_of_day,actual_delivery_time
DEL000142,7/16/2023 8:00,39.9526,-75.1652,Philadelphia,29.7604,-95.3698,Houston,2156.27,0.97,28.4,0.37,28.3,snow,Small Van,1000,TRUE,5,6,8,9255.5
DEL000143,2/19/2023 13:00,34.0522,-118.2437,Los Angeles,39.9526,-75.1652,Philadelphia,3843.45,0.57,8.8,0.29,12.6,cloudy,Small Van,1000,FALSE,2,6,13,8718.2
DEL000144,3/15/2023 10:00,29.7604,-95.3698,Houston,34.0522,-118.2437,Los Angeles,2206.26,0.56,15.7,0.05,3.5,clear,Sprinter,1500,FALSE,0,2,10,4070.41
DEL000145,8/4/2023 16:00,34.0522,-118.2437,Los Angeles,39.9526,-75.1652,Philadelphia,3843.45,0.91,20.5,0.1,25.8,clear,Large Truck,5000,FALSE,3,4,16,8359.23
DEL000146,3/8/2023 9:00,40.7128,-74.006,New York,41.8781,-87.6298,Chicago,1144.29,1.07,14,0.04,3.4,clear,Sprinter,1500,FALSE,1,2,9,2928.12
DEL000147,12/11/2023 14:00,41.8781,-87.6298,Chicago,40.7128,-74.006,New York,1144.29,0.29,5.1,0.06,6.7,clear,Medium Truck,3000,FALSE,0,0,14,1820.56
DEL000148,4/18/2023 14:00,29.7604,-95.3698,Houston,40.7128,-74.006,New York,2281.34,0.21,11.8,0.01,25.1,clear,Medium Truck,3000,FALSE,2,1,14,3425.32
DEL000149,11/23/2023 15:00,39.9526,-75.1652,Philadelphia,41.8781,-87.6298,Chicago,1068,0.43,8.7,0.07,14.8,clear,Large Truck,5000,FALSE,0,3,15,1768.32
DEL000150,4/18/2023 10:00,41.8781,-87.6298,Chicago,29.7604,-95.3698,Houston,1515.81,0.79,17.8,0.01,28.2,cloudy,Sprinter,1500,FALSE,0,1,10,3298.09
DEL000151,6/25/2023 8:00,34.0522,-118.2437,Los Angeles,39.9526,-75.1652,Philadelphia,3843.45,0.43,21.7,0.07,20.9,clear,Sprinter,1500,FALSE,2,6,8,6690.02
DEL000152,9/1/2023 15:00,39.9526,-75.1652,Philadelphia,29.7604,-95.3698,Houston,2156.27,0.47,13.3,0,11.7,clear,Sprinter,1500,FALSE,4,4,15,3731.61
DEL000153,1/16/2023 18:00,34.0522,-118.2437,Los Angeles,40.7128,-74.006,New York,3935.75,1.01,3.9,0.25,24.4,cloudy,Medium Truck,3000,FALSE,2,0,18,10302.85
DEL000154,3/20/2023 14:00,34.0522,-118.2437,Los Angeles,40.7128,-74.006,New York,3935.75,0.54,15.3,0.29,20.7,cloudy,Large Truck,5000,FALSE,5,0,14,7619.23
DEL000155,7/9/2023 19:00,29.7604,-95.3698,Houston,34.0522,-118.2437,Los Angeles,2206.26,0.35,21.3,0.09,25.6,clear,Small Van,1000,FALSE,0,6,19,3874.41
DEL000156,9/21/2023 19:00,40.7128,-74.006,New York,39.9526,-75.1652,Philadelphia,129.61,0.47,14.4,0.09,6.1,clear,Medium Truck,3000,FALSE,1,3,19,261.39
DEL000157,12/5/2023 7:00,39.9526,-75.1652,Philadelphia,40.7128,-74.006,New York,129.61,1.11,7.2,0.52,21.2,snow,Small Van,1000,FALSE,0,1,7,599.61
DEL000158,11/22/2023 17:00,40.7128,-74.006,New York,29.7604,-95.3698,Houston,2281.34,0.69,14.7,0.06,10.1,clear,Medium Truck,3000,FALSE,4,2,17,5019.55
DEL000159,3/15/2023 20:00,40.7128,-74.006,New York,29.7604,-95.3698,Houston,2281.34,0.61,12.7,0.02,24.5,clear,Small Van,1000,FALSE,1,2,20,4474.46
DEL000160,5/28/2023 19:00,29.7604,-95.3698,Houston,41.8781,-87.6298,Chicago,1515.81,0.3,14.7,1.19,6.9,rain,Large Truck,5000,FALSE,5,6,19,3087.65
DEL000161,9/3/2023 11:00,41.8781,-87.6298,Chicago,39.9526,-75.1652,Philadelphia,1068,0.25,12.6,0.08,17,clear,Medium Truck,3000,FALSE,2,6,11,1561.31
DEL000162,1/29/2023 9:00,40.7128,-74.006,New York,34.0522,-118.2437,Los Angeles,3935.75,1.17,0.2,0,6.8,clear,Small Van,1000,FALSE,4,6,9,9916.14
DEL000163,11/29/2023 17:00,34.0522,-118.2437,Los Angeles,41.8781,-87.6298,Chicago,2803.97,0.86,12.5,0.03,20.7,clear,Sprinter,1500,FALSE,1,2,17,6176.65
DEL000164,11/5/2023 12:00,40.7128,-74.006,New York,34.0522,-118.2437,Los Angeles,3935.75,0.32,12.4,0.18,18.2,cloudy,Sprinter,1500,FALSE,1,6,12,6913.27
DEL000165,4/11/2023 8:00,39.9526,-75.1652,Philadelphia,40.7128,-74.006,New York,129.61,0.33,12.3,0.16,18.8,cloudy,Sprinter,1500,FALSE,1,1,8,247.98
DEL000166,11/27/2023 7:00,34.0522,-118.2437,Los Angeles,39.9526,-75.1652,Philadelphia,3843.45,0.78,8.3,0.01,21.2,cloudy,Medium Truck,3000,FALSE,0,0,7,9729.38
DEL000167,6/6/2023 16:00,40.7128,-74.006,New York,39.9526,-75.1652,Philadelphia,129.61,1.14,27.5,0.02,1.4,clear,Small Van,1000,FALSE,3,1,16,399.84
DEL000168,7/24/2023 19:00,39.9526,-75.1652,Philadelphia,40.7128,-74.006,New York,129.61,0.37,24.6,0.1,24.3,clear,Large Truck,5000,FALSE,0,0,19,210.22
DEL000169,2/18/2023 6:00,41.8781,-87.6298,Chicago,40.7128,-74.006,New York,1144.29,0.47,9.4,0.03,17.8,clear,Small Van,1000,FALSE,2,5,6,1962.34
DEL000170,11/1/2023 12:00,39.9526,-75.1652,Philadelphia,41.8781,-87.6298,Chicago,1068,0.66,5.2,0.07,4.6,clear,Small Van,1000,FALSE,4,2,12,2399.1
DEL000171,2/28/2023 14:00,39.9526,-75.1652,Philadelphia,40.7128,-74.006,New York,129.61,0.55,9.6,1.34,11.9,snow,Sprinter,1500,FALSE,4,1,14,469.6
DEL000172,8/22/2023 18:00,40.7128,-74.006,New York,39.9526,-75.1652,Philadelphia,129.61,0.71,28.2,0.08,15.9,clear,Small Van,1000,FALSE,0,1,18,291.89
DEL000173,12/7/2023 6:00,41.8781,-87.6298,Chicago,29.7604,-95.3698,Houston,1515.81,0.71,9.5,0.05,15.8,clear,Sprinter,1500,FALSE,3,3,6,3425.09
DEL000174,9/7/2023 8:00,40.7128,-74.006,New York,29.7604,-95.3698,Houston,2281.34,0.45,5.6,0.04,29,clear,Medium Truck,3000,FALSE,0,3,8,3730.43
DEL000175,3/10/2023 15:00,29.7604,-95.3698,Houston,40.7128,-74.006,New York,2281.34,0.46,12.7,0.02,9.8,clear,Small Van,1000,FALSE,3,4,15,3828.75
DEL000176,11/2/2023 10:00,39.9526,-75.1652,Philadelphia,34.0522,-118.2437,Los Angeles,3843.45,0.46,11.9,0.07,11.5,clear,Medium Truck,3000,FALSE,2,3,10,7402.98
DEL000177,11/18/2023 9:00,40.7128,-74.006,New York,29.7604,-95.3698,Houston,2281.34,0.73,12.6,0.02,22.4,clear,Medium Truck,3000,FALSE,0,5,9,4931.96
DEL000178,6/25/2023 19:00,29.7604,-95.3698,Houston,41.8781,-87.6298,Chicago,1515.81,0.21,24.9,0.68,28.9,rain,Large Truck,5000,FALSE,2,6,19,2938.14
DEL000179,8/3/2023 17:00,40.7128,-74.006,New York,29.7604,-95.3698,Houston,2281.34,0.94,29.9,1.34,27.1,rain,Medium Truck,3000,FALSE,1,3,17,6429.18
DEL000180,6/9/2023 14:00,34.0522,-118.2437,Los Angeles,29.7604,-95.3698,Houston,2206.26,0.79,21.2,0.01,2.6,clear,Large Truck,5000,FALSE,3,4,14,4954.27
DEL000181,1/7/2023 10:00,39.9526,-75.1652,Philadelphia,34.0522,-118.2437,Los Angeles,3843.45,0.29,4,0.16,10.3,cloudy,Large Truck,5000,FALSE,1,5,10,6733.4
DEL000182,7/1/2023 20:00,39.9526,-75.1652,Philadelphia,41.8781,-87.6298,Chicago,1068,0.31,22.5,0.05,19.1,clear,Sprinter,1500,FALSE,2,5,20,1727.82
DEL000183,5/14/2023 14:00,40.7128,-74.006,New York,41.8781,-87.6298,Chicago,1144.29,0.62,18.1,0.03,20.3,clear,Large Truck,5000,FALSE,2,6,14,2161.36
DEL000184,1/13/2023 13:00,29.7604,-95.3698,Houston,39.9526,-75.1652,Philadelphia,2156.27,0.66,1,0.1,24.3,clear,Sprinter,1500,FALSE,0,4,13,4041.13
DEL000185,4/28/2023 18:00,34.0522,-118.2437,Los Angeles,39.9526,-75.1652,Philadelphia,3843.45,0.46,19.4,0.25,3.8,cloudy,Small Van,1000,FALSE,4,4,18,6877.91
DEL000186,2/10/2023 11:00,40.7128,-74.006,New York,39.9526,-75.1652,Philadelphia,129.61,0.46,5.5,0.05,29.8,clear,Small Van,1000,FALSE,1,4,11,226.49
DEL000187,4/14/2023 13:00,29.7604,-95.3698,Houston,41.8781,-87.6298,Chicago,1515.81,0.65,19.4,0.13,23.4,cloudy,Small Van,1000,TRUE,3,4,13,3386.75
DEL000188,11/8/2023 12:00,34.0522,-118.2437,Los Angeles,39.9526,-75.1652,Philadelphia,3843.45,0.4,5.4,0.45,19.2,snow,Large Truck,5000,FALSE,5,2,12,12297.27
DEL000189,1/3/2023 13:00,41.8781,-87.6298,Chicago,29.7604,-95.3698,Houston,1515.81,0.21,4.2,0,15.2,clear,Medium Truck,3000,FALSE,4,1,13,2474.73
DEL000190,2/14/2023 17:00,34.0522,-118.2437,Los Angeles,40.7128,-74.006,New York,3935.75,0.92,3.5,0.02,20.6,clear,Sprinter,1500,FALSE,3,1,17,8434.74
DEL000191,11/12/2023 6:00,40.7128,-74.006,New York,41.8781,-87.6298,Chicago,1144.29,0.35,11.1,0.06,12.3,clear,Sprinter,1500,FALSE,4,6,6,2086.37
DEL000192,11/14/2023 12:00,39.9526,-75.1652,Philadelphia,40.7128,-74.006,New York,129.61,0.29,5.7,0.01,24.6,clear,Small Van,1000,FALSE,1,1,12,226.53
DEL000193,12/26/2023 18:00,41.8781,-87.6298,Chicago,34.0522,-118.2437,Los Angeles,2803.97,0.61,5.1,0.11,25,cloudy,Sprinter,1500,FALSE,2,1,18,6408.96
DEL000194,9/26/2023 6:00,40.7128,-74.006,New York,29.7604,-95.3698,Houston,2281.34,0.41,8.4,0.02,12,clear,Sprinter,1500,FALSE,0,1,6,4156.36
DEL000195,10/20/2023 19:00,34.0522,-118.2437,Los Angeles,39.9526,-75.1652,Philadelphia,3843.45,0.31,12.5,0.16,19.7,cloudy,Large Truck,5000,FALSE,0,4,19,7086.68
DEL000196,5/30/2023 9:00,34.0522,-118.2437,Los Angeles,41.8781,-87.6298,Chicago,2803.97,0.71,15,0.07,14.3,clear,Medium Truck,3000,FALSE,2,1,9,5276.14
DEL000197,1/4/2023 16:00,40.7128,-74.006,New York,29.7604,-95.3698,Houston,2281.34,1.01,5,0.01,17.7,clear,Large Truck,5000,FALSE,0,2,16,5008.63
DEL000198,9/19/2023 19:00,41.8781,-87.6298,Chicago,34.0522,-118.2437,Los Angeles,2803.97,0.26,9.1,1.19,7.5,snow,Large Truck,5000,FALSE,2,1,19,7130.74
DEL000199,9/22/2023 10:00,29.7604,-95.3698,Houston,41.8781,-87.6298,Chicago,1515.81,0.77,12.1,1.93,17.6,rain,Large Truck,5000,FALSE,0,4,10,3921.92
DEL000200,9/19/2023 7:00,40.7128,-74.006,New York,41.8781,-87.6298,Chicago,1144.29,0.53,12,0.19,27.5,cloudy,Large Truck,5000,FALSE,2,1,7,2203.05
DEL000201,7/14/2023 16:00,39.9526,-75.1652,Philadelphia,40.7128,-74.006,New York,129.61,0.83,28.2,0.02,21.1,clear,Sprinter,1500,FALSE,4,4,16,321.64
DEL000202,5/15/2023 20:00,41.8781,-87.6298,Chicago,40.7128,-74.006,New York,1144.29,0.66,13.3,0.02,12.5,clear,Medium Truck,3000,FALSE,1,0,20,2359.24
DEL000203,7/29/2023 12:00,40.7128,-74.006,New York,34.0522,-118.2437,Los Angeles,3935.75,0.51,24.5,0.29,25.9,cloudy,Medium Truck,3000,FALSE,0,5,12,8120.41
DEL000204,7/12/2023 16:00,39.9526,-75.1652,Philadelphia,41.8781,-87.6298,Chicago,1068,0.35,23.9,0.29,20.7,cloudy,Small Van,1000,FALSE,0,2,16,2055.62
DEL000205,10/6/2023 20:00,41.8781,-87.6298,Chicago,34.0522,-118.2437,Los Angeles,2803.97,0.55,9.2,0.07,14.1,clear,Sprinter,1500,FALSE,1,4,20,4899.61
DEL000206,6/25/2023 19:00,40.7128,-74.006,New York,39.9526,-75.1652,Philadelphia,129.61,0.52,21.7,1.56,24.4,rain,Medium Truck,3000,FALSE,5,6,19,464.89
DEL000207,9/24/2023 16:00,39.9526,-75.1652,Philadelphia,41.8781,-87.6298,Chicago,1068,0.57,9.8,0.07,13.6,clear,Medium Truck,3000,FALSE,0,6,16,2157.58
DEL000208,8/17/2023 20:00,40.7128,-74.006,New York,34.0522,-118.2437,Los Angeles,3935.75,0.54,24.2,0.08,21.1,clear,Sprinter,1500,FALSE,2,3,20,7392.57
DEL000209,10/20/2023 8:00,29.7604,-95.3698,Houston,39.9526,-75.1652,Philadelphia,2156.27,0.38,14.5,1.3,11.4,rain,Sprinter,1500,FALSE,3,4,8,4771.69
DEL000210,11/5/2023 20:00,39.9526,-75.1652,Philadelphia,34.0522,-118.2437,Los Angeles,3843.45,0.33,6.9,0,2,clear,Small Van,1000,FALSE,4,6,20,6371.66
DEL000211,7/16/2023 6:00,29.7604,-95.3698,Houston,40.7128,-74.006,New York,2281.34,0.7,24.7,0.07,19,clear,Large Truck,5000,FALSE,4,6,6,4607.41
DEL000212,9/29/2023 18:00,34.0522,-118.2437,Los Angeles,40.7128,-74.006,New York,3935.75,0.56,8.4,0.07,9.2,clear,Sprinter,1500,FALSE,0,4,18,6887.31
DEL000213,3/28/2023 11:00,34.0522,-118.2437,Los Angeles,39.9526,-75.1652,Philadelphia,3843.45,0.59,18.3,0.1,10.9,clear,Large Truck,5000,FALSE,3,1,11,6989.12
DEL000214,9/7/2023 9:00,34.0522,-118.2437,Los Angeles,39.9526,-75.1652,Philadelphia,3843.45,1.04,12.1,0.07,3.8,clear,Sprinter,1500,FALSE,2,3,9,8659.47
DEL000215,11/6/2023 11:00,34.0522,-118.2437,Los Angeles,39.9526,-75.1652,Philadelphia,3843.45,0.55,6.9,0.09,21.9,clear,Medium Truck,3000,FALSE,5,0,11,7003.88
DEL000216,8/6/2023 9:00,34.0522,-118.2437,Los Angeles,40.7128,-74.006,New York,3935.75,0.67,24,0.27,0.1,cloudy,Small Van,1000,FALSE,5,6,9,9334.41
DEL000217,11/14/2023 11:00,41.8781,-87.6298,Chicago,34.0522,-118.2437,Los Angeles,2803.97,0.74,6.1,0.06,16.9,clear,Large Truck,5000,FALSE,5,1,11,6102.99
DEL000218,2/23/2023 16:00,34.0522,-118.2437,Los Angeles,29.7604,-95.3698,Houston,2206.26,0.39,8.2,0.1,26.5,clear,Medium Truck,3000,FALSE,0,3,16,3772.42
DEL000219,4/14/2023 6:00,39.9526,-75.1652,Philadelphia,34.0522,-118.2437,Los Angeles,3843.45,0.57,13.1,0,16,clear,Large Truck,5000,FALSE,5,4,6,7540.61
DEL000220,5/9/2023 16:00,34.0522,-118.2437,Los Angeles,40.7128,-74.006,New York,3935.75,0.99,17.5,1.87,13.2,rain,Large Truck,5000,FALSE,0,1,16,11056.89
DEL000221,4/24/2023 14:00,29.7604,-95.3698,Houston,40.7128,-74.006,New York,2281.34,0.57,19.9,0.01,4.1,clear,Small Van,1000,FALSE,4,0,14,4681.33
DEL000222,11/8/2023 19:00,41.8781,-87.6298,Chicago,40.7128,-74.006,New York,1144.29,0.71,11.3,1.76,2,rain,Sprinter,1500,FALSE,0,2,19,2997.51
DEL000223,8/16/2023 20:00,41.8781,-87.6298,Chicago,40.7128,-74.006,New York,1144.29,0.22,24.2,0.07,11.7,clear,Large Truck,5000,FALSE,3,2,20,1874.87
DEL000224,5/26/2023 15:00,34.0522,-118.2437,Los Angeles,29.7604,-95.3698,Houston,2206.26,0.62,13.7,0.07,16.1,clear,Medium Truck,3000,FALSE,5,4,15,4654.46
DEL000225,8/18/2023 8:00,40.7128,-74.006,New York,41.8781,-87.6298,Chicago,1144.29,1.03,20.1,0.1,1.3,clear,Medium Truck,3000,TRUE,2,4,8,2957.21
DEL000226,8/14/2023 16:00,39.9526,-75.1652,Philadelphia,41.8781,-87.6298,Chicago,1068,0.42,29.5,0.02,16.5,clear,Sprinter,1500,FALSE,1,0,16,1897.5
DEL000227,5/1/2023 6:00,39.9526,-75.1652,Philadelphia,29.7604,-95.3698,Houston,2156.27,0.35,13,1.89,0.9,rain,Sprinter,1500,FALSE,5,0,6,4631.49
DEL000228,5/8/2023 16:00,39.9526,-75.1652,Philadelphia,41.8781,-87.6298,Chicago,1068,0.34,15,0.02,25.8,clear,Medium Truck,3000,FALSE,0,0,16,1751.23
DEL000229,2/28/2023 15:00,40.7128,-74.006,New York,34.0522,-118.2437,Los Angeles,3935.75,0.47,7.3,0.68,19.8,rain,Sprinter,1500,TRUE,3,1,15,9677
DEL000230,8/11/2023 13:00,29.7604,-95.3698,Houston,40.7128,-74.006,New York,2281.34,0.24,25.5,0.04,14.9,clear,Large Truck,5000,FALSE,4,4,13,3538.86
DEL000231,12/30/2023 8:00,34.0522,-118.2437,Los Angeles,41.8781,-87.6298,Chicago,2803.97,0.88,0.9,0.14,11.4,cloudy,Small Van,1000,TRUE,0,5,8,6465.32
DEL000232,6/5/2023 12:00,29.7604,-95.3698,Houston,34.0522,-118.2437,Los Angeles,2206.26,0.35,23.5,0.19,17.6,cloudy,Medium Truck,3000,FALSE,4,0,12,3796.39
DEL000233,3/12/2023 16:00,39.9526,-75.1652,Philadelphia,40.7128,-74.006,New York,129.61,0.91,15.6,0.06,22.7,clear,Large Truck,5000,FALSE,4,6,16,417.02
DEL000234,3/19/2023 10:00,29.7604,-95.3698,Houston,40.7128,-74.006,New York,2281.34,0.66,14,0.05,14.8,clear,Small Van,1000,FALSE,0,6,10,4601.15
DEL000235,4/24/2023 19:00,40.7128,-74.006,New York,29.7604,-95.3698,Houston,2281.34,0.26,12.2,1.98,0.7,rain,Medium Truck,3000,FALSE,1,0,19,4315.17
DEL000236,4/29/2023 16:00,40.7128,-74.006,New York,39.9526,-75.1652,Philadelphia,129.61,1.2,11.3,0.04,23.4,clear,Sprinter,1500,FALSE,0,5,16,343.7
DEL000237,12/19/2023 9:00,29.7604,-95.3698,Houston,41.8781,-87.6298,Chicago,1515.81,0.55,8.2,1.63,14.2,rain,Small Van,1000,FALSE,1,1,9,3475.71
DEL000238,2/4/2023 17:00,34.0522,-118.2437,Los Angeles,29.7604,-95.3698,Houston,2206.26,0.33,10,0.06,23.3,clear,Large Truck,5000,FALSE,4,5,17,3852.63
DEL000239,2/13/2023 10:00,39.9526,-75.1652,Philadelphia,29.7604,-95.3698,Houston,2156.27,0.62,1.5,0.1,11.4,clear,Large Truck,5000,FALSE,4,0,10,4568.55
DEL000240,6/8/2023 19:00,39.9526,-75.1652,Philadelphia,29.7604,-95.3698,Houston,2156.27,0.21,22.7,0.2,12.2,cloudy,Large Truck,5000,FALSE,1,3,19,3213.12
DEL000241,8/5/2023 15:00,34.0522,-118.2437,Los Angeles,29.7604,-95.3698,Houston,2206.26,0.36,28.2,0.28,24.7,cloudy,Large Truck,5000,FALSE,3,5,15,3673.2
DEL000242,11/9/2023 6:00,40.7128,-74.006,New York,41.8781,-87.6298,Chicago,1144.29,0.58,12.7,0.06,11.7,clear,Sprinter,1500,FALSE,1,3,6,2093.84
DEL000243,3/17/2023 6:00,41.8781,-87.6298,Chicago,34.0522,-118.2437,Los Angeles,2803.97,0.32,13.9,0.17,10.5,cloudy,Small Van,1000,FALSE,0,4,6,5006.4
DEL000244,5/13/2023 17:00,39.9526,-75.1652,Philadelphia,41.8781,-87.6298,Chicago,1068,1.11,19.1,0.01,14,clear,Small Van,1000,FALSE,1,5,17,2788.56
DEL000245,6/3/2023 12:00,41.8781,-87.6298,Chicago,39.9526,-75.1652,Philadelphia,1068,0.7,23.2,0.16,14.3,cloudy,Small Van,1000,FALSE,3,5,12,2628.12
DEL000246,4/18/2023 15:00,39.9526,-75.1652,Philadelphia,40.7128,-74.006,New York,129.61,0.76,10.5,0.02,21,clear,Small Van,1000,FALSE,0,1,15,289.7
DEL000247,7/8/2023 19:00,29.7604,-95.3698,Houston,39.9526,-75.1652,Philadelphia,2156.27,0.74,21.2,0.01,21.3,clear,Sprinter,1500,FALSE,5,5,19,4714.4
DEL000248,2/24/2023 14:00,40.7128,-74.006,New York,39.9526,-75.1652,Philadelphia,129.61,0.55,2.6,0.08,4,clear,Large Truck,5000,FALSE,3,4,14,303.85
DEL000249,6/12/2023 9:00,39.9526,-75.1652,Philadelphia,41.8781,-87.6298,Chicago,1068,0.91,29.8,0.02,23.4,clear,Sprinter,1500,FALSE,4,0,9,2317.61
DEL000250,11/1/2023 17:00,40.7128,-74.006,New York,39.9526,-75.1652,Philadelphia,129.61,0.77,5.5,0.15,23.6,cloudy,Medium Truck,3000,FALSE,4,2,17,391.75
DEL000251,1/4/2023 15:00,29.7604,-95.3698,Houston,40.7128,-74.006,New York,2281.34,0.33,4.8,0,3.2,cloudy,Sprinter,1500,FALSE,5,2,15,3904.24
DEL000252,8/31/2023 16:00,29.7604,-95.3698,Houston,34.0522,-118.2437,Los Angeles,2206.26,1.12,25.3,1.33,27.3,rain,Small Van,1000,FALSE,3,3,16,6788.02
DEL000253,10/6/2023 7:00,41.8781,-87.6298,Chicago,29.7604,-95.3698,Houston,1515.81,0.97,13.8,0.02,4.4,clear,Large Truck,5000,FALSE,2,4,7,3464.9
DEL000254,9/3/2023 6:00,40.7128,-74.006,New York,39.9526,-75.1652,Philadelphia,129.61,0.8,9.2,1.44,21.4,rain,Sprinter,1500,FALSE,1,6,6,383.18
DEL000255,1/27/2023 17:00,40.7128,-74.006,New York,34.0522,-118.2437,Los Angeles,3935.75,0.41,2.8,0.02,17.4,clear,Medium Truck,3000,FALSE,2,4,17,7136.37
DEL000256,4/3/2023 6:00,34.0522,-118.2437,Los Angeles,41.8781,-87.6298,Chicago,2803.97,0.39,13.6,0.1,28.4,clear,Medium Truck,3000,FALSE,3,0,6,5010.74
DEL000257,2/2/2023 12:00,41.8781,-87.6298,Chicago,29.7604,-95.3698,Houston,1515.81,0.21,2.9,0.16,18.4,cloudy,Small Van,1000,FALSE,3,3,12,2310.49
DEL000258,6/26/2023 15:00,34.0522,-118.2437,Los Angeles,41.8781,-87.6298,Chicago,2803.97,0.47,20,0.05,19.7,clear,Small Van,1000,FALSE,5,0,15,5281.45
DEL000259,7/20/2023 15:00,39.9526,-75.1652,Philadelphia,29.7604,-95.3698,Houston,2156.27,0.64,21.2,0.03,2.6,clear,Large Truck,5000,FALSE,3,3,15,4565.36
DEL000260,6/22/2023 12:00,29.7604,-95.3698,Houston,41.8781,-87.6298,Chicago,1515.81,0.69,24.3,0.04,18.6,clear,Large Truck,5000,TRUE,2,3,12,3067.5
DEL000261,6/4/2023 20:00,29.7604,-95.3698,Houston,40.7128,-74.006,New York,2281.34,0.23,24.2,0.04,11.9,cloudy,Sprinter,1500,FALSE,3,6,20,3841.5
DEL000262,10/23/2023 19:00,34.0522,-118.2437,Los Angeles,29.7604,-95.3698,Houston,2206.26,0.31,13.7,1.97,13.6,rain,Small Van,1000,FALSE,1,0,19,4845.54
DEL000263,4/23/2023 6:00,39.9526,-75.1652,Philadelphia,29.7604,-95.3698,Houston,2156.27,0.34,17.4,1.23,13.4,snow,Small Van,1000,FALSE,0,6,6,6412.64
DEL000264,1/14/2023 17:00,29.7604,-95.3698,Houston,34.0522,-118.2437,Los Angeles,2206.26,0.74,0.5,0.06,18.6,clear,Sprinter,1500,FALSE,1,5,17,4175.6
DEL000265,4/3/2023 7:00,39.9526,-75.1652,Philadelphia,41.8781,-87.6298,Chicago,1068,1.05,13.4,1.19,8.9,rain,Medium Truck,3000,FALSE,5,0,7,3320.35
DEL000266,12/2/2023 11:00,40.7128,-74.006,New York,41.8781,-87.6298,Chicago,1144.29,0.39,2.7,0,21.9,clear,Large Truck,5000,FALSE,1,5,11,1743.91
DEL000267,4/2/2023 8:00,39.9526,-75.1652,Philadelphia,40.7128,-74.006,New York,129.61,0.57,18.8,0.01,7.8,clear,Large Truck,5000,FALSE,5,6,8,372.97
DEL000268,11/8/2023 12:00,29.7604,-95.3698,Houston,39.9526,-75.1652,Philadelphia,2156.27,0.35,10.5,0.07,14.6,clear,Small Van,1000,FALSE,0,2,12,3530.58
DEL000269,7/21/2023 6:00,40.7128,-74.006,New York,41.8781,-87.6298,Chicago,1144.29,0.37,20.9,0.05,12.6,clear,Large Truck,5000,FALSE,3,4,6,2039.97
DEL000270,3/23/2023 14:00,34.0522,-118.2437,Los Angeles,40.7128,-74.006,New York,3935.75,0.52,15.1,0.08,11.3,clear,Small Van,1000,FALSE,5,3,14,7986.75
DEL000271,4/25/2023 14:00,39.9526,-75.1652,Philadelphia,34.0522,-118.2437,Los Angeles,3843.45,0.37,12.1,0.06,17.6,clear,Sprinter,1500,TRUE,0,1,14,5957.8
DEL000272,11/23/2023 8:00,40.7128,-74.006,New York,34.0522,-118.2437,Los Angeles,3935.75,0.46,12.6,0.02,1,clear,Large Truck,5000,FALSE,1,3,8,6814.6
DEL000273,4/21/2023 11:00,34.0522,-118.2437,Los Angeles,40.7128,-74.006,New York,3935.75,0.77,18.2,0,23.8,clear,Medium Truck,3000,TRUE,2,4,11,8303.51
DEL000274,2/14/2023 11:00,40.7128,-74.006,New York,39.9526,-75.1652,Philadelphia,129.61,0.55,4.5,0.06,28.3,clear,Large Truck,5000,FALSE,4,1,11,345.08
DEL000275,7/12/2023 10:00,34.0522,-118.2437,Los Angeles,29.7604,-95.3698,Houston,2206.26,0.38,25.2,0.03,17.4,clear,Large Truck,5000,FALSE,5,2,10,3468.45
DEL000276,2/3/2023 20:00,39.9526,-75.1652,Philadelphia,40.7128,-74.006,New York,129.61,0.37,5.2,0.2,15.8,cloudy,Sprinter,1500,FALSE,5,4,20,319.69
DEL000277,3/11/2023 10:00,41.8781,-87.6298,Chicago,39.9526,-75.1652,Philadelphia,1068,0.74,12.4,1.31,28.9,rain,Small Van,1000,FALSE,1,5,10,3047.36
DEL000278,4/22/2023 20:00,41.8781,-87.6298,Chicago,40.7128,-74.006,New York,1144.29,0.49,19.7,0,11.6,clear,Sprinter,1500,TRUE,5,5,20,2014.5
DEL000279,12/24/2023 8:00,39.9526,-75.1652,Philadelphia,29.7604,-95.3698,Houston,2156.27,0.71,6.6,0.04,18.7,clear,Medium Truck,3000,FALSE,4,6,8,4107.34
DEL000280,8/8/2023 20:00,39.9526,-75.1652,Philadelphia,41.8781,-87.6298,Chicago,1068,0.52,23,0.07,1.7,clear,Medium Truck,3000,FALSE,4,1,20,2012.72
DEL000281,7/18/2023 8:00,39.9526,-75.1652,Philadelphia,41.8781,-87.6298,Chicago,1068,0.43,26.5,0.09,2.7,clear,Small Van,1000,FALSE,0,1,8,1697.41
DEL000282,4/10/2023 8:00,34.0522,-118.2437,Los Angeles,29.7604,-95.3698,Houston,2206.26,1.05,14.7,0.91,13.1,rain,Large Truck,5000,FALSE,3,0,8,6775.02
DEL000283,1/30/2023 16:00,29.7604,-95.3698,Houston,40.7128,-74.006,New York,2281.34,0.63,4,0.01,0.4,clear,Medium Truck,3000,TRUE,3,0,16,4350.22
